,Unnamed: 0,product_ndc,API,searched_API,Dosage_strength,Dosage_form,strength_num,Strength_unit,per_unit,strength_in_mg,unit_in_mg,strength_in_mg_per_1unit,is_tablet
37152,44711,43353-961,PROPRANOLOL HYDROCHLORIDE,propranolol,20 mg/1,TABLET,20.0,mg,1,20.0,1.0,20.0,True
37158,44717,60760-545,PROPRANOLOL HYDROCHLORIDE,propranolol,20 mg/1,TABLET,20.0,mg,1,20.0,1.0,20.0,True
37165,44724,68071-2424,PROPRANOLOL HYDROCHLORIDE,propranolol,80 mg/1,TABLET,80.0,mg,1,80.0,1.0,80.0,True
37166,44725,0378-0185,PROPRANOLOL HYDROCHLORIDE,propranolol,80 mg/1,TABLET,80.0,mg,1,80.0,1.0,80.0,True
37169,44728,71335-0661,PROPRANOLOL HYDROCHLORIDE,propranolol,20 mg/1,TABLET,20.0,mg,1,20.0,1.0,20.0,True
37170,44729,0904-6550,PROPRANOLOL HYDROCHLORIDE,propranolol,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
37171,44730,43353-084,PROPRANOLOL HYDROCHLORIDE,propranolol,40 mg/1,TABLET,40.0,mg,1,40.0,1.0,40.0,True
37172,44731,53002-4950,PROPRANOLOL HYDROCHLORIDE,propranolol,40 mg/1,TABLET,40.0,mg,1,40.0,1.0,40.0,True
37173,44732,71335-0955,PROPRANOLOL HYDROCHLORIDE,propranolol,80 mg/1,TABLET,80.0,mg,1,80.0,1.0,80.0,True
37174,44733,53002-4951,PROPRANOLOL HYDROCHLORIDE,propranolol,40 mg/1,TABLET,40.0,mg,1,40.0,1.0,40.0,True
37175,44734,70934-581,PROPRANOLOL HYDROCHLORIDE,propranolol,40 mg/1,TABLET,40.0,mg,1,40.0,1.0,40.0,True
37176,44735,68084-964,PROPYLTHIOURACIL,propylthiouracil,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
37179,44738,0228-2348,PROPYLTHIOURACIL,propylthiouracil,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
37181,44740,70752-171,PROPYLTHIOURACIL,propylthiouracil,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
37183,44742,67253-651,PROPYLTHIOURACIL,propylthiouracil,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
37186,44745,42806-096,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,5 mg/1,"TABLET, FILM COATED",5.0,mg,1,5.0,1.0,5.0,True
37187,44746,42806-097,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,10 mg/1,"TABLET, FILM COATED",10.0,mg,1,10.0,1.0,10.0,True
37188,44747,64980-158,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,5 mg/1,"TABLET, FILM COATED",5.0,mg,1,5.0,1.0,5.0,True
37189,44748,64980-159,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,10 mg/1,"TABLET, FILM COATED",10.0,mg,1,10.0,1.0,10.0,True
37190,44749,0054-0210,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
37191,44750,50383-959,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,5 mg/1,"TABLET, FILM COATED",5.0,mg,1,5.0,1.0,5.0,True
37192,44751,50383-960,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,10 mg/1,"TABLET, FILM COATED",10.0,mg,1,10.0,1.0,10.0,True
37196,44755,42794-004,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,5 mg/1,"TABLET, FILM COATED",5.0,mg,1,5.0,1.0,5.0,True
37197,44756,0054-0211,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
37198,44757,42794-007,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,10 mg/1,"TABLET, FILM COATED",10.0,mg,1,10.0,1.0,10.0,True
37199,44758,63629-8346,PROTRIPTYLINE HYDROCHLORIDE,protriptyline,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
37200,44759,67651-0330,PRUCALOPRIDE SUCCINATE,prucalopride,1 mg/1,"TABLET, FILM COATED",1.0,mg,1,1.0,1.0,1.0,True
37201,44760,67651-0331,PRUCALOPRIDE SUCCINATE,prucalopride,2 mg/1,"TABLET, FILM COATED",2.0,mg,1,2.0,1.0,2.0,True
37206,44765,54092-546,PRUCALOPRIDE SUCCINATE,prucalopride,1 mg/1,"TABLET, FILM COATED",1.0,mg,1,1.0,1.0,1.0,True
37207,44766,54092-547,PRUCALOPRIDE SUCCINATE,prucalopride,2 mg/1,"TABLET, FILM COATED",2.0,mg,1,2.0,1.0,2.0,True
37208,44768,0363-1147,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37209,44770,0536-1205,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37210,44772,0363-0725,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37211,44774,51660-071,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37213,44779,0363-0134,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37214,44780,36800-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37215,44781,54859-702,DEXBROMPHENIRAMINE MALEATE,pseudoephedrine,2 mg/1,TABLET,2.0,mg,1,2.0,1.0,2.0,True
37216,44782,68016-531,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37218,44784,46122-694,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37219,44785,54859-801,DEXTROMETHORPHAN HYDROBROMIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37220,44786,70000-0135,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37221,44787,41250-547,GUAIFENESIN,pseudoephedrine,400 mg/1,"TABLET, FILM COATED",400.0,mg,1,400.0,1.0,400.0,True
37222,44788,42195-281,GUAIFENESIN,pseudoephedrine,375 mg/1,TABLET,375.0,mg,1,375.0,1.0,375.0,True
37223,44790,63868-801,GUAIFENESIN,pseudoephedrine,400 mg/1,"TABLET, FILM COATED",400.0,mg,1,400.0,1.0,400.0,True
37224,44791,45802-107,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37225,44792,63868-802,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37226,44793,0904-5053,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37227,44794,50090-0622,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED",60.0,mg,1,60.0,1.0,60.0,True
37228,44795,30142-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37229,44796,51660-204,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED",120.0,mg,1,120.0,1.0,120.0,True
37230,44797,45802-122,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37231,44798,51660-423,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, SUGAR COATED",200.0,mg,1,200.0,1.0,200.0,True
37232,44799,0280-6045,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,TABLET,220.0,mg,1,220.0,1.0,220.0,True
37233,44800,51660-490,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, SUGAR COATED",200.0,mg,1,200.0,1.0,200.0,True
37234,44801,51660-491,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37235,44802,62011-0354,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37236,44803,51660-492,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37237,44804,0536-1137,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37238,44805,0536-1242,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37239,44806,0536-1279,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37240,44807,51660-493,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, SUGAR COATED",200.0,mg,1,200.0,1.0,200.0,True
37241,44808,0363-7064,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37242,44809,51660-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37243,44810,70000-0162,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37244,44811,70000-0164,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37245,44812,70000-0475,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37246,44813,41520-429,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37247,44814,0363-1133,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37248,44815,53360-1111,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,180 mg/1,"TABLET, EXTENDED RELEASE",180.0,mg,1,180.0,1.0,180.0,True
37249,44816,11523-4332,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37250,44817,50090-4345,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37251,44818,0363-9930,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37252,44819,51660-940,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37253,44820,65498-286,ACETAMINOPHEN,pseudoephedrine,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
37254,44821,45802-147,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37255,44822,65498-344,ACETAMINOPHEN,pseudoephedrine,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
37256,44824,65498-363,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37257,44825,11822-1019,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37258,44827,30142-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37259,44828,36800-472,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37261,44830,55111-557,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,180 mg/1,"TABLET, EXTENDED RELEASE",180.0,mg,1,180.0,1.0,180.0,True
37262,44831,59779-825,GUAIFENESIN,pseudoephedrine,600 mg/1,TABLET,600.0,mg,1,600.0,1.0,600.0,True
37263,44832,0363-0423,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, COATED",200.0,mg,1,200.0,1.0,200.0,True
37264,44833,71205-197,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37265,44835,79481-1002,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37266,44836,78206-120,DESLORATADINE,pseudoephedrine,2.5 mg/1,"TABLET, EXTENDED RELEASE",2.5,mg,1,2.5,1.0,2.5,True
37268,44838,21130-644,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37269,44839,0363-0094,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37270,44840,41250-954,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37271,44841,63187-305,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37272,44842,0904-6727,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37274,44844,56062-147,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37275,44846,45802-230,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37276,44847,49035-261,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37277,44850,0904-6754,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37278,44851,55370-014,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,180 mg/1,"TABLET, FILM COATED",180.0,mg,1,180.0,1.0,180.0,True
37279,44852,0904-6728,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,TABLET,60.0,mg,1,60.0,1.0,60.0,True
37280,44853,11523-7162,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37281,44854,41250-239,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37282,44855,69842-641,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37283,44857,0363-0547,GUAIFENESIN,pseudoephedrine,400 mg/1,"TABLET, FILM COATED",400.0,mg,1,400.0,1.0,400.0,True
37284,44858,56062-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37285,44859,70000-0504,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37286,44860,11822-7388,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37288,44862,11822-7399,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37289,44863,49035-273,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37290,44864,59779-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37291,44865,0591-3639,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37292,44866,56062-204,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37293,44867,63187-344,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37294,44869,0591-3640,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37295,44870,30142-786,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37296,44871,49348-393,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",220.0,mg,1,220.0,1.0,220.0,True
37297,44872,11822-0144,GUAIFENESIN,pseudoephedrine,600 mg/1,TABLET,600.0,mg,1,600.0,1.0,600.0,True
37298,44873,58354-110,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/350mg,TABLET,60.0,mg,350mg,60.0,350.0,0.1714285714285714,True
37299,44874,70677-0001,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37300,44875,37808-427,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37301,44876,0363-0144,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37302,44877,11822-0147,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37304,44879,62011-0411,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37305,44880,21130-112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37306,44881,0280-6090,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,TABLET,220.0,mg,1,220.0,1.0,220.0,True
37307,44882,70677-0005,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37309,44884,70000-0518,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37310,44885,58602-804,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37311,44886,46122-383,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37312,44887,49035-643,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37314,44889,52544-239,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37317,44892,58602-807,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37318,44893,41167-4310,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37319,44894,37808-999,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37320,44895,69842-095,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37321,44896,41167-4320,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,180 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",180.0,mg,1,180.0,1.0,180.0,True
37322,44898,70518-2761,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37323,44899,45802-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37324,44904,59779-508,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37325,44905,0904-0250,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED",60.0,mg,1,60.0,1.0,60.0,True
37326,44906,50090-5554,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED",120.0,mg,1,120.0,1.0,120.0,True
37327,44907,0113-0147,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37328,44908,0363-0061,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37329,44909,0363-2390,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37330,44910,50090-0155,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED",60.0,mg,1,60.0,1.0,60.0,True
37331,44911,12579-183,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37332,44912,70677-0036,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37333,44913,24385-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37334,44914,36800-144,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37335,44915,49348-543,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37336,44916,50090-0157,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37337,44917,52083-648,DEXTROMETHORPHAN HYDROBROMIDE,pseudoephedrine,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
37338,44918,69842-973,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37340,44921,41250-299,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37341,44923,68016-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37343,44925,58602-833,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37344,44927,59651-033,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37345,44928,0363-0382,CHLORPHENIRAMINE MALEATE,pseudoephedrine,4 mg/1,TABLET,4.0,mg,1,4.0,1.0,4.0,True
37346,44929,70518-1618,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37348,44931,58602-834,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37349,44932,0113-0054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37350,44933,62011-0455,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37351,44934,63102-401,DEXBROMPHENIRAMINE MALEATE,pseudoephedrine,2 mg/1,TABLET,2.0,mg,1,2.0,1.0,2.0,True
37352,44937,46122-428,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37353,44940,11822-9990,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37354,44941,0113-2002,GUAIFENESIN,pseudoephedrine,600 mg/1,TABLET,600.0,mg,1,600.0,1.0,600.0,True
37356,44943,36800-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37357,44945,69842-990,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37358,44946,21130-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
